"sigma","tpr","fpr","noise","freq","nr_transition_days","window_size_days","nr_baselinedays","ews"
4,0.028,0.054,6,18,25,25,100,"Kurtosis"
4.25,0.02,0.042,6,18,25,25,100,"Kurtosis"
4.5,0.02,0.034,6,18,25,25,100,"Kurtosis"
4.75,0.018,0.02,6,18,25,25,100,"Kurtosis"
5,0.012,0.02,6,18,25,25,100,"Kurtosis"
5.25,0.012,0.016,6,18,25,25,100,"Kurtosis"
5.5,0.01,0.016,6,18,25,25,100,"Kurtosis"
5.75,0.01,0.012,6,18,25,25,100,"Kurtosis"
6,0.008,0.01,6,18,25,25,100,"Kurtosis"
0.25,0.588,0.646,8,18,25,25,100,"Kurtosis"
0.5,0.524,0.574,8,18,25,25,100,"Kurtosis"
0.75,0.456,0.52,8,18,25,25,100,"Kurtosis"
1,0.39,0.456,8,18,25,25,100,"Kurtosis"
1.25,0.346,0.372,8,18,25,25,100,"Kurtosis"
1.5,0.304,0.312,8,18,25,25,100,"Kurtosis"
1.75,0.242,0.26,8,18,25,25,100,"Kurtosis"
2,0.198,0.218,8,18,25,25,100,"Kurtosis"
2.25,0.174,0.19,8,18,25,25,100,"Kurtosis"
2.5,0.13,0.15,8,18,25,25,100,"Kurtosis"
2.75,0.114,0.122,8,18,25,25,100,"Kurtosis"
3,0.09,0.092,8,18,25,25,100,"Kurtosis"
3.25,0.076,0.076,8,18,25,25,100,"Kurtosis"
3.5,0.058,0.062,8,18,25,25,100,"Kurtosis"
3.75,0.046,0.056,8,18,25,25,100,"Kurtosis"
4,0.038,0.05,8,18,25,25,100,"Kurtosis"
4.25,0.038,0.044,8,18,25,25,100,"Kurtosis"
4.5,0.034,0.038,8,18,25,25,100,"Kurtosis"
4.75,0.028,0.028,8,18,25,25,100,"Kurtosis"
5,0.022,0.024,8,18,25,25,100,"Kurtosis"
5.25,0.02,0.024,8,18,25,25,100,"Kurtosis"
5.5,0.018,0.018,8,18,25,25,100,"Kurtosis"
5.75,0.016,0.016,8,18,25,25,100,"Kurtosis"
6,0.014,0.016,8,18,25,25,100,"Kurtosis"
0.25,0.552,0.652,10,18,25,25,100,"Kurtosis"
0.5,0.486,0.566,10,18,25,25,100,"Kurtosis"
0.75,0.424,0.496,10,18,25,25,100,"Kurtosis"
1,0.374,0.442,10,18,25,25,100,"Kurtosis"
1.25,0.334,0.382,10,18,25,25,100,"Kurtosis"
1.5,0.284,0.312,10,18,25,25,100,"Kurtosis"
1.75,0.232,0.262,10,18,25,25,100,"Kurtosis"
2,0.194,0.208,10,18,25,25,100,"Kurtosis"
2.25,0.162,0.162,10,18,25,25,100,"Kurtosis"
2.5,0.138,0.134,10,18,25,25,100,"Kurtosis"
2.75,0.122,0.106,10,18,25,25,100,"Kurtosis"
3,0.102,0.08,10,18,25,25,100,"Kurtosis"
3.25,0.088,0.066,10,18,25,25,100,"Kurtosis"
3.5,0.076,0.054,10,18,25,25,100,"Kurtosis"
3.75,0.062,0.04,10,18,25,25,100,"Kurtosis"
4,0.052,0.028,10,18,25,25,100,"Kurtosis"
4.25,0.046,0.024,10,18,25,25,100,"Kurtosis"
4.5,0.034,0.022,10,18,25,25,100,"Kurtosis"
4.75,0.028,0.02,10,18,25,25,100,"Kurtosis"
5,0.024,0.016,10,18,25,25,100,"Kurtosis"
5.25,0.024,0.012,10,18,25,25,100,"Kurtosis"
5.5,0.024,0.012,10,18,25,25,100,"Kurtosis"
5.75,0.022,0.01,10,18,25,25,100,"Kurtosis"
6,0.016,0.008,10,18,25,25,100,"Kurtosis"
0.25,0.614,0.634,4,90,25,25,100,"Kurtosis"
0.5,0.54,0.546,4,90,25,25,100,"Kurtosis"
0.75,0.47,0.468,4,90,25,25,100,"Kurtosis"
1,0.404,0.404,4,90,25,25,100,"Kurtosis"
1.25,0.328,0.35,4,90,25,25,100,"Kurtosis"
1.5,0.272,0.31,4,90,25,25,100,"Kurtosis"
1.75,0.224,0.258,4,90,25,25,100,"Kurtosis"
2,0.186,0.226,4,90,25,25,100,"Kurtosis"
2.25,0.146,0.192,4,90,25,25,100,"Kurtosis"
2.5,0.126,0.158,4,90,25,25,100,"Kurtosis"
2.75,0.102,0.136,4,90,25,25,100,"Kurtosis"
3,0.088,0.116,4,90,25,25,100,"Kurtosis"
3.25,0.07,0.096,4,90,25,25,100,"Kurtosis"
3.5,0.06,0.088,4,90,25,25,100,"Kurtosis"
3.75,0.054,0.08,4,90,25,25,100,"Kurtosis"
4,0.042,0.06,4,90,25,25,100,"Kurtosis"
4.25,0.034,0.05,4,90,25,25,100,"Kurtosis"
4.5,0.026,0.048,4,90,25,25,100,"Kurtosis"
4.75,0.018,0.038,4,90,25,25,100,"Kurtosis"
5,0.018,0.032,4,90,25,25,100,"Kurtosis"
5.25,0.018,0.018,4,90,25,25,100,"Kurtosis"
5.5,0.016,0.014,4,90,25,25,100,"Kurtosis"
5.75,0.014,0.012,4,90,25,25,100,"Kurtosis"
6,0.014,0.012,4,90,25,25,100,"Kurtosis"
0.25,0.61,0.626,6,90,25,25,100,"Kurtosis"
0.5,0.532,0.554,6,90,25,25,100,"Kurtosis"
0.75,0.464,0.486,6,90,25,25,100,"Kurtosis"
1,0.39,0.416,6,90,25,25,100,"Kurtosis"
1.25,0.324,0.364,6,90,25,25,100,"Kurtosis"
1.5,0.28,0.31,6,90,25,25,100,"Kurtosis"
1.75,0.252,0.26,6,90,25,25,100,"Kurtosis"
2,0.214,0.206,6,90,25,25,100,"Kurtosis"
2.25,0.18,0.164,6,90,25,25,100,"Kurtosis"
2.5,0.148,0.148,6,90,25,25,100,"Kurtosis"
2.75,0.116,0.122,6,90,25,25,100,"Kurtosis"
3,0.09,0.104,6,90,25,25,100,"Kurtosis"
3.25,0.078,0.086,6,90,25,25,100,"Kurtosis"
3.5,0.062,0.082,6,90,25,25,100,"Kurtosis"
3.75,0.056,0.068,6,90,25,25,100,"Kurtosis"
4,0.044,0.062,6,90,25,25,100,"Kurtosis"
4.25,0.038,0.056,6,90,25,25,100,"Kurtosis"
4.5,0.032,0.042,6,90,25,25,100,"Kurtosis"
4.75,0.026,0.04,6,90,25,25,100,"Kurtosis"
5,0.022,0.034,6,90,25,25,100,"Kurtosis"
5.25,0.022,0.026,6,90,25,25,100,"Kurtosis"
5.5,0.014,0.026,6,90,25,25,100,"Kurtosis"
5.75,0.012,0.024,6,90,25,25,100,"Kurtosis"
6,0.008,0.02,6,90,25,25,100,"Kurtosis"
0.25,0.55,0.65,8,90,25,25,100,"Kurtosis"
0.5,0.482,0.554,8,90,25,25,100,"Kurtosis"
0.75,0.402,0.484,8,90,25,25,100,"Kurtosis"
1,0.34,0.424,8,90,25,25,100,"Kurtosis"
1.25,0.288,0.364,8,90,25,25,100,"Kurtosis"
1.5,0.244,0.308,8,90,25,25,100,"Kurtosis"
1.75,0.2,0.254,8,90,25,25,100,"Kurtosis"
2,0.172,0.202,8,90,25,25,100,"Kurtosis"
2.25,0.148,0.168,8,90,25,25,100,"Kurtosis"
2.5,0.128,0.144,8,90,25,25,100,"Kurtosis"
2.75,0.104,0.126,8,90,25,25,100,"Kurtosis"
3,0.086,0.112,8,90,25,25,100,"Kurtosis"
3.25,0.068,0.09,8,90,25,25,100,"Kurtosis"
3.5,0.056,0.078,8,90,25,25,100,"Kurtosis"
3.75,0.044,0.062,8,90,25,25,100,"Kurtosis"
4,0.028,0.046,8,90,25,25,100,"Kurtosis"
4.25,0.022,0.034,8,90,25,25,100,"Kurtosis"
4.5,0.016,0.03,8,90,25,25,100,"Kurtosis"
4.75,0.012,0.026,8,90,25,25,100,"Kurtosis"
5,0.012,0.024,8,90,25,25,100,"Kurtosis"
5.25,0.01,0.02,8,90,25,25,100,"Kurtosis"
5.5,0.01,0.014,8,90,25,25,100,"Kurtosis"
5.75,0.006,0.01,8,90,25,25,100,"Kurtosis"
6,0.004,0.008,8,90,25,25,100,"Kurtosis"
0.25,0.576,0.65,10,90,25,25,100,"Kurtosis"
0.5,0.514,0.54,10,90,25,25,100,"Kurtosis"
0.75,0.426,0.476,10,90,25,25,100,"Kurtosis"
1,0.368,0.394,10,90,25,25,100,"Kurtosis"
1.25,0.3,0.334,10,90,25,25,100,"Kurtosis"
1.5,0.256,0.264,10,90,25,25,100,"Kurtosis"
1.75,0.222,0.226,10,90,25,25,100,"Kurtosis"
2,0.186,0.204,10,90,25,25,100,"Kurtosis"
2.25,0.142,0.172,10,90,25,25,100,"Kurtosis"
2.5,0.108,0.154,10,90,25,25,100,"Kurtosis"
2.75,0.088,0.126,10,90,25,25,100,"Kurtosis"
3,0.078,0.1,10,90,25,25,100,"Kurtosis"
3.25,0.062,0.084,10,90,25,25,100,"Kurtosis"
3.5,0.052,0.07,10,90,25,25,100,"Kurtosis"
3.75,0.036,0.052,10,90,25,25,100,"Kurtosis"
4,0.032,0.042,10,90,25,25,100,"Kurtosis"
4.25,0.03,0.038,10,90,25,25,100,"Kurtosis"
4.5,0.02,0.032,10,90,25,25,100,"Kurtosis"
4.75,0.018,0.026,10,90,25,25,100,"Kurtosis"
5,0.016,0.024,10,90,25,25,100,"Kurtosis"
5.25,0.014,0.018,10,90,25,25,100,"Kurtosis"
5.5,0.008,0.012,10,90,25,25,100,"Kurtosis"
5.75,0.008,0.008,10,90,25,25,100,"Kurtosis"
6,0.006,0.008,10,90,25,25,100,"Kurtosis"
0.25,0.704,0.666,4,9,50,25,100,"Kurtosis"
0.5,0.624,0.58,4,9,50,25,100,"Kurtosis"
0.75,0.554,0.522,4,9,50,25,100,"Kurtosis"
1,0.472,0.448,4,9,50,25,100,"Kurtosis"
1.25,0.402,0.366,4,9,50,25,100,"Kurtosis"
1.5,0.318,0.312,4,9,50,25,100,"Kurtosis"
1.75,0.246,0.262,4,9,50,25,100,"Kurtosis"
2,0.204,0.198,4,9,50,25,100,"Kurtosis"
2.25,0.162,0.146,4,9,50,25,100,"Kurtosis"
2.5,0.132,0.104,4,9,50,25,100,"Kurtosis"
2.75,0.102,0.066,4,9,50,25,100,"Kurtosis"
3,0.08,0.05,4,9,50,25,100,"Kurtosis"
3.25,0.058,0.032,4,9,50,25,100,"Kurtosis"
3.5,0.052,0.018,4,9,50,25,100,"Kurtosis"
3.75,0.042,0.012,4,9,50,25,100,"Kurtosis"
4,0.034,0.012,4,9,50,25,100,"Kurtosis"
4.25,0.024,0.012,4,9,50,25,100,"Kurtosis"
4.5,0.018,0.008,4,9,50,25,100,"Kurtosis"
4.75,0.012,0.008,4,9,50,25,100,"Kurtosis"
5,0.01,0.006,4,9,50,25,100,"Kurtosis"
5.25,0.008,0.004,4,9,50,25,100,"Kurtosis"
5.5,0.006,0.002,4,9,50,25,100,"Kurtosis"
5.75,0.002,0.002,4,9,50,25,100,"Kurtosis"
6,0,0.002,4,9,50,25,100,"Kurtosis"
0.25,0.67,0.7,6,9,50,25,100,"Kurtosis"
0.5,0.596,0.61,6,9,50,25,100,"Kurtosis"
0.75,0.528,0.536,6,9,50,25,100,"Kurtosis"
1,0.45,0.458,6,9,50,25,100,"Kurtosis"
1.25,0.374,0.406,6,9,50,25,100,"Kurtosis"
1.5,0.312,0.346,6,9,50,25,100,"Kurtosis"
1.75,0.244,0.264,6,9,50,25,100,"Kurtosis"
2,0.21,0.226,6,9,50,25,100,"Kurtosis"
2.25,0.17,0.182,6,9,50,25,100,"Kurtosis"
2.5,0.148,0.154,6,9,50,25,100,"Kurtosis"
2.75,0.122,0.118,6,9,50,25,100,"Kurtosis"
3,0.106,0.1,6,9,50,25,100,"Kurtosis"
3.25,0.078,0.082,6,9,50,25,100,"Kurtosis"
3.5,0.058,0.074,6,9,50,25,100,"Kurtosis"
3.75,0.046,0.064,6,9,50,25,100,"Kurtosis"
4,0.038,0.056,6,9,50,25,100,"Kurtosis"
4.25,0.024,0.038,6,9,50,25,100,"Kurtosis"
4.5,0.018,0.026,6,9,50,25,100,"Kurtosis"
4.75,0.016,0.022,6,9,50,25,100,"Kurtosis"
5,0.014,0.02,6,9,50,25,100,"Kurtosis"
5.25,0.012,0.014,6,9,50,25,100,"Kurtosis"
5.5,0.01,0.012,6,9,50,25,100,"Kurtosis"
5.75,0.008,0.012,6,9,50,25,100,"Kurtosis"
6,0.004,0.01,6,9,50,25,100,"Kurtosis"
0.25,0.668,0.644,8,9,50,25,100,"Kurtosis"
0.5,0.594,0.566,8,9,50,25,100,"Kurtosis"
0.75,0.52,0.49,8,9,50,25,100,"Kurtosis"
1,0.458,0.432,8,9,50,25,100,"Kurtosis"
1.25,0.396,0.376,8,9,50,25,100,"Kurtosis"
1.5,0.316,0.312,8,9,50,25,100,"Kurtosis"
1.75,0.266,0.272,8,9,50,25,100,"Kurtosis"
2,0.22,0.232,8,9,50,25,100,"Kurtosis"
2.25,0.188,0.19,8,9,50,25,100,"Kurtosis"
2.5,0.154,0.148,8,9,50,25,100,"Kurtosis"
2.75,0.122,0.118,8,9,50,25,100,"Kurtosis"
3,0.102,0.106,8,9,50,25,100,"Kurtosis"
3.25,0.086,0.096,8,9,50,25,100,"Kurtosis"
3.5,0.074,0.07,8,9,50,25,100,"Kurtosis"
3.75,0.062,0.058,8,9,50,25,100,"Kurtosis"
4,0.044,0.056,8,9,50,25,100,"Kurtosis"
4.25,0.038,0.048,8,9,50,25,100,"Kurtosis"
4.5,0.038,0.038,8,9,50,25,100,"Kurtosis"
4.75,0.036,0.026,8,9,50,25,100,"Kurtosis"
5,0.034,0.018,8,9,50,25,100,"Kurtosis"
5.25,0.03,0.018,8,9,50,25,100,"Kurtosis"
5.5,0.022,0.016,8,9,50,25,100,"Kurtosis"
5.75,0.022,0.01,8,9,50,25,100,"Kurtosis"
6,0.016,0.008,8,9,50,25,100,"Kurtosis"
0.25,0.696,0.64,10,9,50,25,100,"Kurtosis"
0.5,0.616,0.568,10,9,50,25,100,"Kurtosis"
0.75,0.544,0.486,10,9,50,25,100,"Kurtosis"
1,0.478,0.436,10,9,50,25,100,"Kurtosis"
1.25,0.406,0.366,10,9,50,25,100,"Kurtosis"
1.5,0.346,0.308,10,9,50,25,100,"Kurtosis"
1.75,0.296,0.256,10,9,50,25,100,"Kurtosis"
2,0.25,0.208,10,9,50,25,100,"Kurtosis"
2.25,0.206,0.182,10,9,50,25,100,"Kurtosis"
2.5,0.184,0.142,10,9,50,25,100,"Kurtosis"
2.75,0.15,0.114,10,9,50,25,100,"Kurtosis"
3,0.126,0.092,10,9,50,25,100,"Kurtosis"
3.25,0.108,0.072,10,9,50,25,100,"Kurtosis"
3.5,0.096,0.054,10,9,50,25,100,"Kurtosis"
3.75,0.076,0.042,10,9,50,25,100,"Kurtosis"
4,0.072,0.038,10,9,50,25,100,"Kurtosis"
4.25,0.064,0.032,10,9,50,25,100,"Kurtosis"
4.5,0.056,0.032,10,9,50,25,100,"Kurtosis"
4.75,0.046,0.024,10,9,50,25,100,"Kurtosis"
5,0.042,0.024,10,9,50,25,100,"Kurtosis"
5.25,0.032,0.022,10,9,50,25,100,"Kurtosis"
5.5,0.028,0.018,10,9,50,25,100,"Kurtosis"
5.75,0.026,0.018,10,9,50,25,100,"Kurtosis"
6,0.02,0.016,10,9,50,25,100,"Kurtosis"
0.25,0.67,0.674,4,18,50,25,100,"Kurtosis"
0.5,0.602,0.578,4,18,50,25,100,"Kurtosis"
0.75,0.516,0.48,4,18,50,25,100,"Kurtosis"
1,0.448,0.42,4,18,50,25,100,"Kurtosis"
1.25,0.392,0.37,4,18,50,25,100,"Kurtosis"
1.5,0.328,0.302,4,18,50,25,100,"Kurtosis"
1.75,0.262,0.24,4,18,50,25,100,"Kurtosis"
2,0.212,0.192,4,18,50,25,100,"Kurtosis"
2.25,0.164,0.156,4,18,50,25,100,"Kurtosis"
2.5,0.128,0.118,4,18,50,25,100,"Kurtosis"
2.75,0.086,0.092,4,18,50,25,100,"Kurtosis"
3,0.062,0.07,4,18,50,25,100,"Kurtosis"
3.25,0.044,0.062,4,18,50,25,100,"Kurtosis"
3.5,0.036,0.05,4,18,50,25,100,"Kurtosis"
3.75,0.03,0.036,4,18,50,25,100,"Kurtosis"
4,0.026,0.018,4,18,50,25,100,"Kurtosis"
4.25,0.022,0.012,4,18,50,25,100,"Kurtosis"
4.5,0.02,0.01,4,18,50,25,100,"Kurtosis"
4.75,0.02,0.008,4,18,50,25,100,"Kurtosis"
5,0.02,0.008,4,18,50,25,100,"Kurtosis"
5.25,0.018,0.006,4,18,50,25,100,"Kurtosis"
5.5,0.014,0.004,4,18,50,25,100,"Kurtosis"
5.75,0.008,0.004,4,18,50,25,100,"Kurtosis"
6,0.006,0.002,4,18,50,25,100,"Kurtosis"
0.25,0.674,0.678,6,18,50,25,100,"Kurtosis"
0.5,0.578,0.606,6,18,50,25,100,"Kurtosis"
0.75,0.512,0.532,6,18,50,25,100,"Kurtosis"
1,0.438,0.446,6,18,50,25,100,"Kurtosis"
1.25,0.384,0.388,6,18,50,25,100,"Kurtosis"
1.5,0.31,0.32,6,18,50,25,100,"Kurtosis"
1.75,0.254,0.262,6,18,50,25,100,"Kurtosis"
2,0.208,0.214,6,18,50,25,100,"Kurtosis"
2.25,0.17,0.168,6,18,50,25,100,"Kurtosis"
2.5,0.134,0.124,6,18,50,25,100,"Kurtosis"
2.75,0.118,0.1,6,18,50,25,100,"Kurtosis"
3,0.09,0.092,6,18,50,25,100,"Kurtosis"
3.25,0.078,0.082,6,18,50,25,100,"Kurtosis"
3.5,0.06,0.07,6,18,50,25,100,"Kurtosis"
3.75,0.04,0.062,6,18,50,25,100,"Kurtosis"
4,0.032,0.054,6,18,50,25,100,"Kurtosis"
4.25,0.028,0.042,6,18,50,25,100,"Kurtosis"
4.5,0.026,0.034,6,18,50,25,100,"Kurtosis"
4.75,0.022,0.02,6,18,50,25,100,"Kurtosis"
5,0.018,0.02,6,18,50,25,100,"Kurtosis"
5.25,0.018,0.016,6,18,50,25,100,"Kurtosis"
5.5,0.016,0.016,6,18,50,25,100,"Kurtosis"
5.75,0.014,0.012,6,18,50,25,100,"Kurtosis"
6,0.01,0.01,6,18,50,25,100,"Kurtosis"
0.25,0.676,0.646,8,18,50,25,100,"Kurtosis"
0.5,0.588,0.574,8,18,50,25,100,"Kurtosis"
0.75,0.504,0.52,8,18,50,25,100,"Kurtosis"
1,0.43,0.456,8,18,50,25,100,"Kurtosis"
1.25,0.37,0.372,8,18,50,25,100,"Kurtosis"
1.5,0.318,0.312,8,18,50,25,100,"Kurtosis"
1.75,0.276,0.26,8,18,50,25,100,"Kurtosis"
2,0.234,0.218,8,18,50,25,100,"Kurtosis"
2.25,0.18,0.19,8,18,50,25,100,"Kurtosis"
2.5,0.136,0.15,8,18,50,25,100,"Kurtosis"
2.75,0.112,0.122,8,18,50,25,100,"Kurtosis"
3,0.088,0.092,8,18,50,25,100,"Kurtosis"
3.25,0.068,0.076,8,18,50,25,100,"Kurtosis"
3.5,0.062,0.062,8,18,50,25,100,"Kurtosis"
3.75,0.044,0.056,8,18,50,25,100,"Kurtosis"
4,0.044,0.05,8,18,50,25,100,"Kurtosis"
4.25,0.04,0.044,8,18,50,25,100,"Kurtosis"
4.5,0.036,0.038,8,18,50,25,100,"Kurtosis"
4.75,0.03,0.028,8,18,50,25,100,"Kurtosis"
5,0.026,0.024,8,18,50,25,100,"Kurtosis"
5.25,0.024,0.024,8,18,50,25,100,"Kurtosis"
5.5,0.022,0.018,8,18,50,25,100,"Kurtosis"
5.75,0.022,0.016,8,18,50,25,100,"Kurtosis"
6,0.018,0.016,8,18,50,25,100,"Kurtosis"
0.25,0.67,0.652,10,18,50,25,100,"Kurtosis"
0.5,0.588,0.566,10,18,50,25,100,"Kurtosis"
0.75,0.526,0.496,10,18,50,25,100,"Kurtosis"
1,0.464,0.442,10,18,50,25,100,"Kurtosis"
1.25,0.398,0.382,10,18,50,25,100,"Kurtosis"
1.5,0.34,0.312,10,18,50,25,100,"Kurtosis"
1.75,0.286,0.262,10,18,50,25,100,"Kurtosis"
2,0.254,0.208,10,18,50,25,100,"Kurtosis"
2.25,0.212,0.162,10,18,50,25,100,"Kurtosis"
2.5,0.174,0.134,10,18,50,25,100,"Kurtosis"
2.75,0.148,0.106,10,18,50,25,100,"Kurtosis"
3,0.13,0.08,10,18,50,25,100,"Kurtosis"
3.25,0.102,0.066,10,18,50,25,100,"Kurtosis"
3.5,0.092,0.054,10,18,50,25,100,"Kurtosis"
3.75,0.072,0.04,10,18,50,25,100,"Kurtosis"
4,0.06,0.028,10,18,50,25,100,"Kurtosis"
4.25,0.05,0.024,10,18,50,25,100,"Kurtosis"
4.5,0.034,0.022,10,18,50,25,100,"Kurtosis"
4.75,0.028,0.02,10,18,50,25,100,"Kurtosis"
5,0.026,0.016,10,18,50,25,100,"Kurtosis"
5.25,0.022,0.012,10,18,50,25,100,"Kurtosis"
5.5,0.016,0.012,10,18,50,25,100,"Kurtosis"
5.75,0.016,0.01,10,18,50,25,100,"Kurtosis"
6,0.014,0.008,10,18,50,25,100,"Kurtosis"
0.25,0.648,0.634,4,90,50,25,100,"Kurtosis"
0.5,0.568,0.546,4,90,50,25,100,"Kurtosis"
0.75,0.496,0.468,4,90,50,25,100,"Kurtosis"
1,0.428,0.404,4,90,50,25,100,"Kurtosis"
1.25,0.346,0.35,4,90,50,25,100,"Kurtosis"
1.5,0.294,0.31,4,90,50,25,100,"Kurtosis"
1.75,0.234,0.258,4,90,50,25,100,"Kurtosis"
2,0.19,0.226,4,90,50,25,100,"Kurtosis"
2.25,0.162,0.192,4,90,50,25,100,"Kurtosis"
2.5,0.138,0.158,4,90,50,25,100,"Kurtosis"
2.75,0.11,0.136,4,90,50,25,100,"Kurtosis"
3,0.096,0.116,4,90,50,25,100,"Kurtosis"
3.25,0.082,0.096,4,90,50,25,100,"Kurtosis"
3.5,0.054,0.088,4,90,50,25,100,"Kurtosis"
3.75,0.042,0.08,4,90,50,25,100,"Kurtosis"
4,0.036,0.06,4,90,50,25,100,"Kurtosis"
4.25,0.028,0.05,4,90,50,25,100,"Kurtosis"
4.5,0.02,0.048,4,90,50,25,100,"Kurtosis"
4.75,0.02,0.038,4,90,50,25,100,"Kurtosis"
5,0.016,0.032,4,90,50,25,100,"Kurtosis"
5.25,0.012,0.018,4,90,50,25,100,"Kurtosis"
5.5,0.008,0.014,4,90,50,25,100,"Kurtosis"
5.75,0.006,0.012,4,90,50,25,100,"Kurtosis"
6,0.004,0.012,4,90,50,25,100,"Kurtosis"
0.25,0.638,0.626,6,90,50,25,100,"Kurtosis"
0.5,0.542,0.554,6,90,50,25,100,"Kurtosis"
0.75,0.484,0.486,6,90,50,25,100,"Kurtosis"
1,0.42,0.416,6,90,50,25,100,"Kurtosis"
1.25,0.348,0.364,6,90,50,25,100,"Kurtosis"
1.5,0.292,0.31,6,90,50,25,100,"Kurtosis"
1.75,0.256,0.26,6,90,50,25,100,"Kurtosis"
2,0.22,0.206,6,90,50,25,100,"Kurtosis"
2.25,0.182,0.164,6,90,50,25,100,"Kurtosis"
2.5,0.144,0.148,6,90,50,25,100,"Kurtosis"
2.75,0.096,0.122,6,90,50,25,100,"Kurtosis"
3,0.084,0.104,6,90,50,25,100,"Kurtosis"
3.25,0.066,0.086,6,90,50,25,100,"Kurtosis"
3.5,0.054,0.082,6,90,50,25,100,"Kurtosis"
3.75,0.05,0.068,6,90,50,25,100,"Kurtosis"
4,0.044,0.062,6,90,50,25,100,"Kurtosis"
4.25,0.038,0.056,6,90,50,25,100,"Kurtosis"
4.5,0.032,0.042,6,90,50,25,100,"Kurtosis"
4.75,0.026,0.04,6,90,50,25,100,"Kurtosis"
5,0.024,0.034,6,90,50,25,100,"Kurtosis"
5.25,0.022,0.026,6,90,50,25,100,"Kurtosis"
5.5,0.02,0.026,6,90,50,25,100,"Kurtosis"
5.75,0.018,0.024,6,90,50,25,100,"Kurtosis"
6,0.012,0.02,6,90,50,25,100,"Kurtosis"
0.25,0.612,0.65,8,90,50,25,100,"Kurtosis"
0.5,0.542,0.554,8,90,50,25,100,"Kurtosis"
0.75,0.47,0.484,8,90,50,25,100,"Kurtosis"
1,0.398,0.424,8,90,50,25,100,"Kurtosis"
1.25,0.344,0.364,8,90,50,25,100,"Kurtosis"
1.5,0.306,0.308,8,90,50,25,100,"Kurtosis"
1.75,0.252,0.254,8,90,50,25,100,"Kurtosis"
2,0.216,0.202,8,90,50,25,100,"Kurtosis"
2.25,0.184,0.168,8,90,50,25,100,"Kurtosis"
2.5,0.162,0.144,8,90,50,25,100,"Kurtosis"
2.75,0.13,0.126,8,90,50,25,100,"Kurtosis"
3,0.118,0.112,8,90,50,25,100,"Kurtosis"
3.25,0.102,0.09,8,90,50,25,100,"Kurtosis"
3.5,0.078,0.078,8,90,50,25,100,"Kurtosis"
3.75,0.064,0.062,8,90,50,25,100,"Kurtosis"
4,0.056,0.046,8,90,50,25,100,"Kurtosis"
4.25,0.044,0.034,8,90,50,25,100,"Kurtosis"
4.5,0.038,0.03,8,90,50,25,100,"Kurtosis"
4.75,0.032,0.026,8,90,50,25,100,"Kurtosis"
5,0.024,0.024,8,90,50,25,100,"Kurtosis"
5.25,0.022,0.02,8,90,50,25,100,"Kurtosis"
5.5,0.018,0.014,8,90,50,25,100,"Kurtosis"
5.75,0.016,0.01,8,90,50,25,100,"Kurtosis"
6,0.016,0.008,8,90,50,25,100,"Kurtosis"
0.25,0.63,0.65,10,90,50,25,100,"Kurtosis"
0.5,0.544,0.54,10,90,50,25,100,"Kurtosis"
0.75,0.446,0.476,10,90,50,25,100,"Kurtosis"
1,0.372,0.394,10,90,50,25,100,"Kurtosis"
1.25,0.326,0.334,10,90,50,25,100,"Kurtosis"
1.5,0.292,0.264,10,90,50,25,100,"Kurtosis"
1.75,0.248,0.226,10,90,50,25,100,"Kurtosis"
2,0.214,0.204,10,90,50,25,100,"Kurtosis"
2.25,0.192,0.172,10,90,50,25,100,"Kurtosis"
2.5,0.166,0.154,10,90,50,25,100,"Kurtosis"
2.75,0.138,0.126,10,90,50,25,100,"Kurtosis"
3,0.108,0.1,10,90,50,25,100,"Kurtosis"
3.25,0.09,0.084,10,90,50,25,100,"Kurtosis"
3.5,0.078,0.07,10,90,50,25,100,"Kurtosis"
3.75,0.074,0.052,10,90,50,25,100,"Kurtosis"
4,0.064,0.042,10,90,50,25,100,"Kurtosis"
4.25,0.056,0.038,10,90,50,25,100,"Kurtosis"
4.5,0.048,0.032,10,90,50,25,100,"Kurtosis"
4.75,0.042,0.026,10,90,50,25,100,"Kurtosis"
5,0.038,0.024,10,90,50,25,100,"Kurtosis"
5.25,0.032,0.018,10,90,50,25,100,"Kurtosis"
5.5,0.024,0.012,10,90,50,25,100,"Kurtosis"
5.75,0.024,0.008,10,90,50,25,100,"Kurtosis"
6,0.022,0.008,10,90,50,25,100,"Kurtosis"
0.25,0.952,0.656,4,9,10,50,100,"Kurtosis"
0.5,0.92,0.604,4,9,10,50,100,"Kurtosis"
0.75,0.904,0.56,4,9,10,50,100,"Kurtosis"
1,0.89,0.528,4,9,10,50,100,"Kurtosis"
1.25,0.868,0.454,4,9,10,50,100,"Kurtosis"
1.5,0.846,0.4,4,9,10,50,100,"Kurtosis"
1.75,0.826,0.342,4,9,10,50,100,"Kurtosis"
2,0.8,0.292,4,9,10,50,100,"Kurtosis"
2.25,0.78,0.254,4,9,10,50,100,"Kurtosis"
2.5,0.736,0.202,4,9,10,50,100,"Kurtosis"
2.75,0.71,0.162,4,9,10,50,100,"Kurtosis"
3,0.678,0.132,4,9,10,50,100,"Kurtosis"
3.25,0.65,0.112,4,9,10,50,100,"Kurtosis"
3.5,0.626,0.082,4,9,10,50,100,"Kurtosis"
3.75,0.6,0.07,4,9,10,50,100,"Kurtosis"
4,0.556,0.05,4,9,10,50,100,"Kurtosis"
